,id,pid,lot_area,year_built,year_remod/add,roof_style,roof_matl,has_mas_vnr,exter_qual,exter_cond,has_bsmt,heating_qc,electrical,1st_flr_sf,low_qual_fin_sf,kitchen_qual,totrms_abvgrd,has_fireplace,has_garage,has_pool,has_fence,misc_val,mo_sold,yr_sold,sale_condition,saleprice,deck_porch,overall_cond_qual,n__Blmngtn,n__Blueste,n__BrDale,n__BrkSide,n__ClearCr,n__CollgCr,n__Crawfor,n__Edwards,n__Gilbert,n__Greens,n__GrnHill,n__IDOTRR,n__Landmrk,n__MeadowV,n__Mitchel,n__NAmes,n__NPkVill,n__NWAmes,n__NoRidge,n__NridgHt,n__OldTown,n__SWISU,n__Sawyer,n__SawyerW,n__Somerst,n__StoneBr,n__Timber,n__Veenker,ls__IR1,ls__IR2,ls__Reg,mssub__20,mssub__30,mssub__40,mssub__45,mssub__50,mssub__60,mssub__70,mssub__75,mssub__80,mssub__85,mssub__90,mssub__120,mssub__150,mssub__160,mssub__180,mssub__190,mszon__A (agr),mszon__C (all),mszon__FV,mszon__I (all),mszon__RH,mszon__RL,mszon__RM,landcon__Bnk,landcon__HLS,landcon__Low,landcon__Lvl,lotfig__Corner,lotfig__CulDSac,lotfig__FR2,lotfig__FR3,lotfig__Inside,ut__AllPub,ut__NoSeWa,ut__NoSewr,landm__Gtl,landm__Mod,landm__Sev,cond1__Artery,cond1__Feedr,cond1__Norm,cond1__Pos,cond1__RRe,cond1__RRn,cond2__Artery,cond2__Feedr,cond2__Norm,cond2__Pos,cond2__RRe,cond2__RRn,btype__1Fam,btype__2fmCon,btype__Duplex,btype__Twnhs,btype__TwnhsE,ext1__AsbShng,ext1__AsphShn,ext1__BrkComm,ext1__BrkFace,ext1__CBlock,ext1__CemntBd,ext1__HdBoard,ext1__ImStucc,ext1__MetalSd,ext1__Plywood,ext1__Stone,ext1__Stucco,ext1__VinylSd,ext1__Wd Sdng,ext1__WdShing,ext2__AsbShng,ext2__AsphShn,ext2__Brk Cmn,ext2__BrkFace,ext2__CBlock,ext2__CmentBd,ext2__HdBoard,ext2__ImStucc,ext2__MetalSd,ext2__Plywood,ext2__Stone,ext2__Stucco,ext2__VinylSd,ext2__Wd Sdng,ext2__Wd Shng,found__BrkTil,found__CBlock,found__PConc,found__Slab,found__Stone,found__Wood,heat__GasA,heat__GasW,heat__Grav,heat__OthW,heat__Wall,ac__N,ac__Y,fb__0,fb__1,fb__2,fb__3,fb__4,hb__0,hb__1,hb__2,kita__0,kita__1,kita__2,kita__3,funct__Maj1,funct__Maj2,funct__Min1,funct__Min2,funct__Mod,funct__Sal,funct__Sev,funct__Typ,paved__N,paved__P,paved__Y,stype__COD,stype__CWD,stype__Con,stype__ConLD,stype__ConLI,stype__ConLw,stype__New,stype__Oth,stype__WD ,st__Grvl,st__Pave,hstyle__1.5Fin,hstyle__1.5Unf,hstyle__1Story,hstyle__2.5Fin,hstyle__2.5Unf,hstyle__2Story,hstyle__SFoyer,hstyle__SLvl
10,1044,527451290,1680,1971-01-01,1971-01-01,Gable,CompShg,1,3,3,1,3,5,483,0,3,4,0,1,0,0,0,1900-07-01,2008-01-01,Abnorml,85400,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11,2752,906380150,7488,2005-01-01,2005-01-01,Gable,CompShg,0,4,3,1,5,5,1208,0,4,6,0,1,0,0,0,1900-02-01,2006-01-01,Abnorml,183600,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
12,807,906226060,26400,1880-01-01,2007-01-01,Gable,CompShg,0,4,3,0,5,5,1288,0,3,7,1,1,0,0,0,1900-06-01,2009-01-01,Normal,131000,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
13,1177,533236070,2645,1999-01-01,2000-01-01,Gable,CompShg,1,4,3,1,5,5,962,0,4,7,0,1,0,0,0,1900-12-01,2008-01-01,Normal,200000,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14,1480,907418040,9627,2007-01-01,2007-01-01,Gable,CompShg,0,4,3,1,5,5,1361,0,4,6,0,1,0,0,0,1900-06-01,2008-01-01,Normal,193000,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
15,324,923202105,10114,2004-01-01,2005-01-01,Gable,CompShg,0,3,3,1,5,5,1430,0,4,7,0,1,0,0,0,1900-03-01,2010-01-01,Normal,173500,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
16,1311,902301140,4571,1916-01-01,1950-01-01,Gable,CompShg,0,3,3,1,2,5,624,0,3,7,0,1,0,0,0,1900-05-01,2008-01-01,Abnorml,98000,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
17,770,905101490,8816,1963-01-01,1963-01-01,Gable,CompShg,0,3,3,1,3,5,1121,0,3,5,0,1,0,1,0,1900-06-01,2009-01-01,Normal,139000,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
18,2063,905107140,8197,1977-01-01,1977-01-01,Gable,CompShg,1,3,3,1,5,5,1285,0,3,7,1,1,0,1,0,1900-04-01,2007-01-01,Normal,143500,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
19,69,528458070,8640,2009-01-01,2009-01-01,Gable,CompShg,0,3,3,1,5,5,764,0,4,7,0,1,0,0,0,1900-06-01,2010-01-01,Normal,215200,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20,2062,905106150,8724,1968-01-01,1968-01-01,Gable,CompShg,0,3,3,1,4,5,894,0,3,5,1,1,0,0,0,1900-05-01,2007-01-01,Normal,129000,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
21,351,527131030,5664,2000-01-01,2000-01-01,Gable,CompShg,0,4,3,1,5,5,1659,0,5,5,1,1,0,0,0,1900-10-01,2009-01-01,Normal,278000,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
22,2393,528142010,12867,2005-01-01,2006-01-01,Gable,CompShg,0,4,3,1,5,5,1209,0,5,8,1,1,0,0,0,1900-07-01,2006-01-01,Partial,344133,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
23,12,527165230,7980,1992-01-01,2007-01-01,Gable,CompShg,0,3,4,1,5,5,1187,0,3,6,0,1,0,1,500,1900-03-01,2010-01-01,Normal,185000,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
24,2339,527250040,34650,1955-01-01,1955-01-01,Hip,CompShg,0,3,3,1,3,5,1056,0,3,5,0,1,0,0,0,1900-01-01,2006-01-01,Normal,145000,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
